time	V(D,G)	V(a1)	V(l)
1.199270463623724e-02	-1.458296e+01	-7.313295e+00	-6.361940e+00
1.199271702862245e-02	-1.457103e+01	-7.163579e+00	-6.366254e+00
1.199273296731196e-02	-1.455756e+01	-7.068207e+00	-6.369763e+00
1.199277090506731e-02	-1.453254e+01	-6.981753e+00	-6.373221e+00
1.199364002889301e-02	-1.445893e+01	-6.850873e+00	-6.271176e+00
1.199705924164234e-02	-1.444293e+01	-6.398903e+00	-5.818045e+00
1.200005582599194e-02	-1.443147e+01	-6.040856e+00	-5.457768e+00
1.200235353356426e-02	-1.442325e+01	-5.787724e+00	-5.202845e+00
1.200510960217623e-02	-1.441469e+01	-5.507328e+00	-4.919616e+00
1.200970800892567e-02	-1.438850e+01	-5.077600e+00	-4.497332e+00
1.201388903363768e-02	-1.437280e+01	-4.741414e+00	-4.161397e+00
1.201841060974470e-02	-1.435708e+01	-4.423841e+00	-3.843019e+00
1.202260232992358e-02	-1.434364e+01	-4.165774e+00	-3.584663e+00
1.202682291055397e-02	-1.433068e+01	-3.937158e+00	-3.355917e+00
1.203104330616678e-02	-1.431819e+01	-3.736192e+00	-3.154932e+00
1.203524987008973e-02	-1.430625e+01	-3.560201e+00	-2.978923e+00
1.203946225653329e-02	-1.429471e+01	-3.405399e+00	-2.824099e+00
1.204367214055436e-02	-1.428353e+01	-3.269565e+00	-2.688241e+00
1.204788308985005e-02	-1.427261e+01	-3.150330e+00	-2.568980e+00
1.205209358302148e-02	-1.426191e+01	-3.045764e+00	-2.464386e+00
1.205630427096648e-02	-1.425135e+01	-2.954114e+00	-2.372706e+00
1.206051487564161e-02	-1.424087e+01	-2.873857e+00	-2.292418e+00
1.206472551589843e-02	-1.423041e+01	-2.803650e+00	-2.222178e+00
1.206817931833522e-02	-1.422183e+01	-2.752767e+00	-2.171236e+00
1.207195016122285e-02	-1.421251e+01	-2.703466e+00	-2.121752e+00
1.207585906427545e-02	-1.420282e+01	-2.658567e+00	-2.076525e+00
1.207865338799762e-02	-1.419587e+01	-2.630033e+00	-2.047618e+00
1.208249386079707e-02	-1.418627e+01	-2.595306e+00	-2.012106e+00
1.208824085907441e-02	-1.417128e+01	-2.552408e+00	-1.967125e+00
1.209819755628216e-02	-1.413933e+01	-2.496418e+00	-1.909198e+00
1.210707556699976e-02	-1.410772e+01	-2.466349e+00	-1.878358e+00
1.211946516970682e-02	-1.409448e+01	-2.447891e+00	-1.864970e+00
1.212587360934134e-02	-1.408511e+01	-2.443208e+00	-1.861110e+00
1.213402009489582e-02	-1.407222e+01	-2.439235e+00	-1.856800e+00
1.214957102373504e-02	-1.403965e+01	-2.433769e+00	-1.850890e+00
1.216400497002171e-02	-1.399052e+01	-2.431312e+00	-1.848132e+00
1.217897721174946e-02	-1.390945e+01	-2.431316e+00	-1.848889e+00
1.218055424686063e-02	-1.389835e+01	-2.431669e+00	-1.849223e+00
1.218217149664768e-02	-1.388644e+01	-2.432101e+00	-1.849621e+00
1.218540599622179e-02	-1.386072e+01	-2.433154e+00	-1.850577e+00
1.219189487485022e-02	-1.380238e+01	-2.435613e+00	-1.853077e+00
1.219328643846547e-02	-1.378883e+01	-2.436247e+00	-1.853699e+00
1.219370662294064e-02	-1.378468e+01	-2.436442e+00	-1.853892e+00
1.219374238149048e-02	-1.378435e+01	-2.436454e+00	-1.853906e+00
1.219378453450182e-02	-1.378407e+01	-2.436436e+00	-1.853909e+00
1.219383475876078e-02	-1.378439e+01	-2.436307e+00	-1.853805e+00
1.219388686699000e-02	-1.378601e+01	-2.436069e+00	-1.853496e+00
1.219394357026994e-02	-1.378848e+01	-2.435828e+00	-1.853248e+00
1.219397192497802e-02	-1.378952e+01	-2.435765e+00	-1.853206e+00
1.219401023813578e-02	-1.379053e+01	-2.435736e+00	-1.853174e+00
1.219405292356671e-02	-1.379123e+01	-2.435730e+00	-1.853174e+00
1.219410553885994e-02	-1.379163e+01	-2.435741e+00	-1.853183e+00
1.219414682000635e-02	-1.379168e+01	-2.435756e+00	-1.853201e+00
1.219418824491402e-02	-1.379158e+01	-2.435775e+00	-1.853218e+00
1.219423011635047e-02	-1.379136e+01	-2.435796e+00	-1.853240e+00
1.219427508602022e-02	-1.379104e+01	-2.435820e+00	-1.853263e+00
1.219431861097435e-02	-1.379067e+01	-2.435843e+00	-1.853287e+00
1.219435854676781e-02	-1.379029e+01	-2.435866e+00	-1.853309e+00
1.219440076493827e-02	-1.378987e+01	-2.435890e+00	-1.853333e+00
1.219450422299577e-02	-1.378876e+01	-2.435950e+00	-1.853392e+00
1.219471922691880e-02	-1.378635e+01	-2.436076e+00	-1.853516e+00
1.221368507980686e-02	-1.357203e+01	-2.447180e+00	-1.864464e+00
1.222559134256910e-02	-1.343947e+01	-2.454129e+00	-1.871318e+00
1.224559134256909e-02	-1.321944e+01	-2.465771e+00	-1.882800e+00
1.226559134256909e-02	-1.300265e+01	-2.477376e+00	-1.894241e+00
1.242559134256909e-02	-1.139216e+01	-2.568542e+00	-1.984161e+00
1.258559134256908e-02	-9.982756e+00	-2.656409e+00	-2.070879e+00
1.274559134256907e-02	-8.750124e+00	-2.740538e+00	-2.153952e+00
1.290559134256907e-02	-7.672909e+00	-2.820525e+00	-2.232972e+00
1.306559134256906e-02	-6.732346e+00	-2.896002e+00	-2.307568e+00
1.322559134256905e-02	-5.911949e+00	-2.966633e+00	-2.377399e+00
1.338559134256905e-02	-5.197230e+00	-3.032109e+00	-2.442156e+00
1.352559134256904e-02	-4.648488e+00	-3.084955e+00	-2.494433e+00
1.366559134256904e-02	-4.163325e+00	-3.133472e+00	-2.542440e+00
1.380559134256903e-02	-3.734988e+00	-3.177509e+00	-2.586021e+00
1.394559134256903e-02	-3.357443e+00	-3.216926e+00	-2.625037e+00
1.408559134256902e-02	-3.025295e+00	-3.251599e+00	-2.659362e+00
1.422559134256901e-02	-2.733721e+00	-3.281420e+00	-2.688887e+00
1.436559134256901e-02	-2.478407e+00	-3.306292e+00	-2.713516e+00
1.450559134256900e-02	-2.255496e+00	-3.326134e+00	-2.733165e+00
1.464559134256900e-02	-2.061534e+00	-3.340877e+00	-2.747765e+00
1.478559134256899e-02	-1.893431e+00	-3.350464e+00	-2.757260e+00
1.492559134256899e-02	-1.748418e+00	-3.354853e+00	-2.761607e+00
1.506559134256898e-02	-1.624016e+00	-3.354013e+00	-2.760775e+00
1.520559134256897e-02	-1.518002e+00	-3.347926e+00	-2.754746e+00
1.534559134256897e-02	-1.428383e+00	-3.336586e+00	-2.743515e+00
1.548559134256896e-02	-1.353369e+00	-3.319996e+00	-2.727087e+00
1.562559134256896e-02	-1.291356e+00	-3.298175e+00	-2.705479e+00
1.576559134256895e-02	-1.240900e+00	-3.271151e+00	-2.678721e+00
1.592559134256894e-02	-1.195730e+00	-3.233946e+00	-2.641888e+00
1.608559134256894e-02	-1.162235e+00	-3.190073e+00	-2.598459e+00
1.624559134256893e-02	-1.138882e+00	-3.139627e+00	-2.548533e+00
1.642559134256892e-02	-1.123038e+00	-3.075157e+00	-2.484742e+00
1.662559134256892e-02	-1.116389e+00	-2.994156e+00	-2.404621e+00
1.684559134256891e-02	-1.120040e+00	-2.894007e+00	-2.305600e+00
1.708559134256890e-02	-1.134459e+00	-2.772054e+00	-2.185088e+00
1.738559134256889e-02	-1.163980e+00	-2.601938e+00	-2.017121e+00
1.776559134256887e-02	-1.213627e+00	-2.360332e+00	-1.778898e+00
1.820559134256885e-02	-1.279913e+00	-2.047972e+00	-1.471660e+00
1.864559134256883e-02	-1.347725e+00	-1.705583e+00	-1.136304e+00
1.908559134256882e-02	-1.410440e+00	-1.338103e+00	-7.792290e-01
1.942097524621332e-02	-1.451219e+00	-1.042912e+00	-4.967193e-01
1.942135515311483e-02	-1.451271e+00	-1.044080e+00	-4.963866e-01
1.942174140745906e-02	-1.451466e+00	-1.052440e+00	-4.959047e-01
1.942191978411129e-02	-1.451917e+00	-1.068816e+00	-4.953116e-01
1.942203390392091e-02	-1.452682e+00	-1.096629e+00	-4.944445e-01
1.942212066137539e-02	-1.453819e+00	-1.139511e+00	-4.932195e-01
1.942220481933540e-02	-1.455751e+00	-1.215414e+00	-4.911911e-01
1.942229841391959e-02	-1.459508e+00	-1.361526e+00	-4.873053e-01
1.942238959865245e-02	-1.465819e+00	-1.604759e+00	-4.808417e-01
1.942248772208267e-02	-1.477224e+00	-2.049225e+00	-4.692531e-01
1.942260226647042e-02	-1.499591e+00	-2.908887e+00	-4.466886e-01
1.942273422236159e-02	-1.541697e+00	-4.440040e+00	-4.045139e-01
1.942287282206567e-02	-1.605861e+00	-6.618261e+00	-3.407995e-01
1.942297958630337e-02	-1.664704e+00	-8.575100e+00	-2.831070e-01
1.942310054675041e-02	-1.732248e+00	-1.080665e+01	-2.178977e-01
1.942322693461355e-02	-1.794715e+00	-1.287515e+01	-1.587451e-01
1.942333371527614e-02	-1.837340e+00	-1.429303e+01	-1.192401e-01
1.942343263130779e-02	-1.868315e+00	-1.528978e+01	-9.108201e-02
1.942355429157006e-02	-1.896818e+00	-1.618264e+01	-6.576522e-02
1.942368430930599e-02	-1.918359e+00	-1.684509e+01	-4.722507e-02
1.942383782809522e-02	-1.935667e+00	-1.737959e+01	-3.300738e-02
1.942392033096185e-02	-1.942514e+00	-1.758089e+01	-2.764101e-02
1.942402675570419e-02	-1.949621e+00	-1.776760e+01	-2.231886e-02
1.942412406453320e-02	-1.954849e+00	-1.789821e+01	-1.863725e-02
1.942422961079154e-02	-1.959522e+00	-1.800529e+01	-1.557412e-02
1.942433422905267e-02	-1.963395e+00	-1.808599e+01	-1.324555e-02
1.942445244400346e-02	-1.967113e+00	-1.815487e+01	-1.123074e-02
1.942457340632017e-02	-1.970390e+00	-1.820788e+01	-9.663124e-03
1.942470704450052e-02	-1.973568e+00	-1.825142e+01	-8.347576e-03
1.942484683815745e-02	-1.976536e+00	-1.828500e+01	-7.307151e-03
1.942500041647659e-02	-1.979500e+00	-1.831184e+01	-6.444503e-03
1.942515937835424e-02	-1.982337e+00	-1.833173e+01	-5.771230e-03
1.942533777380587e-02	-1.985323e+00	-1.834735e+01	-5.202722e-03
1.942551665337312e-02	-1.988170e+00	-1.835795e+01	-4.773366e-03
1.942572553996621e-02	-1.991363e+00	-1.836579e+01	-4.396811e-03
1.942594346601400e-02	-1.994589e+00	-1.837042e+01	-4.104753e-03
1.942618587087646e-02	-1.998089e+00	-1.837251e+01	-3.863774e-03
1.942645247715324e-02	-2.001863e+00	-1.837230e+01	-3.669512e-03
1.942674182351268e-02	-2.005897e+00	-1.837000e+01	-3.516356e-03
1.942707553420693e-02	-2.010496e+00	-1.836553e+01	-3.388917e-03
1.942742616675000e-02	-2.015281e+00	-1.835942e+01	-3.297510e-03
1.942780032484503e-02	-2.020354e+00	-1.835182e+01	-3.228151e-03
1.942857836438371e-02	-2.030829e+00	-1.833391e+01	-3.143159e-03
1.942982095953120e-02	-2.047438e+00	-1.830245e+01	-3.084163e-03
1.943260146777533e-02	-2.084319e+00	-1.822845e+01	-3.049955e-03
1.946966640361419e-02	-2.551573e+00	-1.722329e+01	-2.879998e-03
1.950166996867684e-02	-2.918020e+00	-1.634277e+01	-2.732469e-03
1.954006758603209e-02	-3.314770e+00	-1.527185e+01	-2.553067e-03
1.958006758603209e-02	-3.681339e+00	-1.414061e+01	-2.363493e-03
1.962006758603209e-02	-3.999333e+00	-1.299326e+01	-2.171260e-03
1.966006758603209e-02	-4.269809e+00	-1.183030e+01	-1.976453e-03
1.970006758603209e-02	-4.493803e+00	-1.065222e+01	-1.779155e-03
1.976006758603208e-02	-4.744869e+00	-8.857844e+00	-1.478698e-03
1.980006758603208e-02	-4.857085e+00	-7.644122e+00	-1.275524e-03
1.984006758603208e-02	-4.926317e+00	-6.416984e+00	-1.070139e-03
1.986006758603208e-02	-4.945113e+00	-5.798532e+00	-9.666564e-04
1.988006758603208e-02	-4.953524e+00	-5.176906e+00	-8.626227e-04
1.990006758603208e-02	-4.951665e+00	-4.552161e+00	-7.581036e-04
1.992006758603208e-02	-4.939654e+00	-3.924357e+00	-6.530528e-04
1.996006758603208e-02	-4.885637e+00	-2.659806e+00	-4.415065e-04
1.998006758603207e-02	-4.843868e+00	-2.023175e+00	-3.350301e-04
2.000000000000000e-02	-4.794975e+00	-1.386571e+00	-2.284226e-04
